,match_date,competition_name,competition_category,player_name,opponent_name,winner_flag,aces,breakpoints_won,double_faults,first_serve_points_won,first_serve_successful,games_won,max_games_in_a_row,max_points_in_a_row,points_won,points_spread,second_serve_points_won,second_serve_successful,service_games_won,service_points_lost,service_points_won,tiebreaks_won,total_breakpoints,first_serve_win_perc,second_serve_win_perc,breakpoint_conversion_perc,Month
358,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Shapovalov, Denis","Collignon, Raphael",0,3,0,3,20,35,6,1,5,47,-19,16,27,6,29,36,0,0,57.142857142857146,53.333333333333336,,January 2026
359,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Collignon, Raphael","Shapovalov, Denis",1,2,3,0,29,35,12,5,7,66,19,8,13,9,11,37,0,12,82.85714285714286,61.53846153846154,25.0,January 2026
360,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Bronzetti, Lucia","Zidansek, Tamara",0,1,3,4,51,97,12,2,6,87,-16,0,0,8,46,51,1,7,52.577319587628864,0.0,42.857142857142854,January 2026
361,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Zidansek, Tamara","Bronzetti, Lucia",1,1,7,8,57,93,18,4,8,103,16,0,0,11,36,57,0,18,61.29032258064516,0.0,38.88888888888889,January 2026
362,2026-01-06,United Cup,United Cup,"Mboko, Victoria","Mertens, Elise",0,9,1,6,39,56,12,3,4,76,-20,22,38,11,39,61,0,3,69.64285714285714,50.0,33.33333333333333,January 2026
363,2026-01-06,United Cup,United Cup,"Mertens, Elise","Mboko, Victoria",1,4,2,2,42,45,15,3,12,96,20,15,25,13,15,57,0,7,93.33333333333333,55.55555555555556,28.57142857142857,January 2026
364,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Linette, Magda","Williams, Venus",1,7,5,1,41,60,16,5,8,95,8,16,32,11,36,57,0,9,68.33333333333333,48.484848484848484,55.55555555555556,January 2026
365,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Williams, Venus","Linette, Magda",0,7,3,4,32,53,12,3,7,87,-8,19,33,9,38,51,0,7,60.37735849056604,51.35135135135135,42.857142857142854,January 2026
366,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Korneeva, Alina","Kudermetova, Polina",0,3,3,8,16,33,5,2,4,46,-17,5,12,2,32,21,0,8,48.484848484848484,25.0,37.5,January 2026
367,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Kudermetova, Polina","Korneeva, Alina",1,2,6,2,21,38,12,5,5,63,17,10,16,6,25,31,0,7,55.26315789473684,55.55555555555556,85.71428571428571,January 2026
368,2026-01-06,United Cup,United Cup,"Cobolli, Flavio","Rinderknech, Arthur",0,5,4,5,41,59,18,5,7,120,-6,34,59,13,48,75,1,11,69.49152542372882,53.125,36.36363636363637,January 2026
369,2026-01-06,United Cup,United Cup,"Rinderknech, Arthur","Cobolli, Flavio",1,13,5,3,50,67,20,3,8,126,6,28,54,14,45,78,1,13,74.6268656716418,49.122807017543856,38.46153846153847,January 2026
370,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Radivojevic, Lola","Kostovic, Teodora",1,8,5,2,25,38,12,2,4,71,9,12,25,7,28,37,0,10,65.78947368421052,44.44444444444444,50.0,January 2026
371,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Kostovic, Teodora","Radivojevic, Lola",0,4,3,6,24,37,8,2,5,62,-9,10,25,5,34,34,0,7,64.86486486486487,32.25806451612903,42.857142857142854,January 2026
372,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Shnaider, Diana","Potapova, Anastasia",1,4,5,5,25,39,12,6,8,67,24,5,11,7,19,30,0,9,64.1025641025641,31.25,55.55555555555556,January 2026
373,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Potapova, Anastasia","Shnaider, Diana",0,4,1,7,17,29,4,2,4,43,-24,5,14,3,25,22,0,7,58.62068965517241,23.809523809523807,14.285714285714285,January 2026
374,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Sabalenka, Aryna","Bucsa, Cristina",1,4,5,0,24,30,12,11,13,54,32,5,6,7,7,29,0,6,80.0,83.33333333333334,83.33333333333334,January 2026
375,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Bucsa, Cristina","Sabalenka, Aryna",0,0,0,1,12,30,1,1,3,22,-32,3,9,1,25,15,0,0,40.0,30.0,,January 2026
376,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Mpetshi Perricard, Giovanni","Paul, Tommy",1,24,0,4,60,80,17,1,4,98,-10,19,26,14,31,79,2,1,75.0,63.33333333333333,0.0,January 2026
377,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Paul, Tommy","Mpetshi Perricard, Giovanni",0,6,1,1,50,63,18,3,7,108,10,27,32,17,19,77,0,3,79.36507936507937,81.81818181818183,33.33333333333333,January 2026
378,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Parks, Alycia","Cocciaretto, Elisabetta",0,6,2,2,18,28,7,2,5,53,-16,9,24,5,27,27,0,3,64.28571428571429,34.61538461538461,66.66666666666666,January 2026
379,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Cocciaretto, Elisabetta","Parks, Alycia",1,3,5,4,30,42,13,4,7,69,16,12,22,8,26,42,0,11,71.42857142857143,46.15384615384615,45.45454545454545,January 2026
380,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Stakusic, Marina","Vidmanova, Darja",0,0,1,7,14,23,5,1,4,45,-20,12,22,4,26,26,0,2,60.869565217391305,41.37931034482759,50.0,January 2026
381,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Vidmanova, Darja","Stakusic, Marina",1,6,4,4,26,34,12,3,9,65,20,13,20,8,19,39,0,8,76.47058823529412,54.166666666666664,50.0,January 2026
382,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Kenin, Sofia","Alexandrova, Ekaterina",0,3,1,7,37,55,9,3,4,63,-17,11,21,8,35,48,0,3,67.27272727272727,39.285714285714285,33.33333333333333,January 2026
383,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Alexandrova, Ekaterina","Kenin, Sofia",1,9,3,1,35,43,13,4,8,80,17,10,16,9,15,45,1,6,81.3953488372093,58.82352941176471,50.0,January 2026
384,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Sherif Ahmed Abdelaziz, Maiar","Micic, Elena",1,3,5,4,43,64,16,4,6,101,2,10,21,11,34,53,0,10,67.1875,40.0,50.0,January 2026
385,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Micic, Elena","Sherif Ahmed Abdelaziz, Maiar",0,6,4,15,44,57,15,3,6,99,-2,20,40,11,48,64,0,9,77.19298245614036,36.36363636363637,44.44444444444444,January 2026
386,2026-01-06,United Cup,United Cup,Harper C / Mboko V,Bergs Z / Mertens E,0,0,3,1,23,34,9,3,5,53,-5,8,19,6,23,31,0,6,67.6470588235294,40.0,50.0,January 2026
387,2026-01-06,United Cup,United Cup,Bergs Z / Mertens E,Harper C / Mboko V,1,3,3,4,23,32,9,3,6,58,5,12,21,6,22,35,0,4,71.875,48.0,75.0,January 2026
388,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Kyrgios, Nick","Kovacevic, Aleksandar",0,5,0,0,23,29,7,1,5,40,-13,10,17,7,13,33,0,0,79.3103448275862,58.82352941176471,,January 2026
389,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Kovacevic, Aleksandar","Kyrgios, Nick",1,10,2,3,25,26,12,3,5,53,13,14,17,10,7,39,0,2,96.15384615384616,70.0,100.0,January 2026
390,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Kalieva, Elvina","Gorgodze, Ekaterine",0,8,3,5,46,72,15,3,7,120,-4,4,8,11,55,74,1,8,63.888888888888886,30.76923076923077,37.5,January 2026
391,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Gorgodze, Ekaterine","Kalieva, Elvina",1,4,5,3,64,108,19,3,6,124,4,18,29,13,46,69,1,13,59.25925925925926,56.25,38.46153846153847,January 2026
392,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Svitolina, Elina","Gracheva, Varvara",1,2,6,2,22,28,12,5,15,68,22,8,18,6,18,30,0,11,78.57142857142857,40.0,54.54545454545454,January 2026
393,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Gracheva, Varvara","Svitolina, Elina",0,3,2,5,21,44,4,1,4,46,-22,7,17,2,38,28,0,4,47.72727272727273,31.818181818181817,50.0,January 2026
394,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Norrie, Cameron","Humbert, Ugo",1,10,3,4,43,65,15,3,8,100,-5,18,35,11,43,61,1,10,66.15384615384616,46.15384615384615,30.0,January 2026
395,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Humbert, Ugo","Norrie, Cameron",0,13,5,4,39,55,17,4,8,105,5,23,42,12,39,62,0,7,70.9090909090909,50.0,71.42857142857143,January 2026
396,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Muller, Alexandre","Kecmanovic, Miomir",1,9,4,2,33,43,13,3,12,66,11,8,14,9,18,41,0,4,76.74418604651163,50.0,100.0,January 2026
397,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Kecmanovic, Miomir","Muller, Alexandre",0,7,2,0,30,43,9,2,10,55,-11,7,19,6,25,37,0,5,69.76744186046511,36.84210526315789,40.0,January 2026
398,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Etcheverry, Tomas Martin","Royer, Valentin",1,8,3,0,26,33,13,3,8,70,12,16,23,10,14,42,0,12,78.78787878787878,69.56521739130434,25.0,January 2026
399,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Royer, Valentin","Etcheverry, Tomas Martin",0,9,1,1,29,49,9,3,8,58,-12,15,22,8,28,44,0,2,59.183673469387756,65.21739130434783,50.0,January 2026
400,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Sonego, Lorenzo","Sakamoto, Rei",1,4,3,0,30,39,13,3,6,78,15,15,24,9,18,45,1,6,76.92307692307692,62.5,50.0,January 2026
401,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Sakamoto, Rei","Sonego, Lorenzo",0,1,1,2,25,43,8,3,4,63,-15,20,33,6,33,45,0,2,58.13953488372093,57.14285714285714,50.0,January 2026
402,2026-01-06,United Cup,United Cup,"Paolini, Jasmine","Jeanjean, Leolia",1,2,5,1,22,25,12,7,7,68,19,12,22,7,14,34,0,16,88.0,52.17391304347826,31.25,January 2026
403,2026-01-06,United Cup,United Cup,"Jeanjean, Leolia","Paolini, Jasmine",0,7,1,5,27,45,5,1,5,49,-19,8,19,4,34,35,0,5,60.0,33.33333333333333,20.0,January 2026
404,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Cirstea, Sorana","Ostapenko, Jelena",1,11,3,3,32,34,13,4,10,77,16,16,30,9,21,46,1,3,94.11764705882354,48.484848484848484,100.0,January 2026
405,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Ostapenko, Jelena","Cirstea, Sorana",0,0,1,3,29,43,8,1,5,61,-16,11,25,7,31,40,0,4,67.44186046511628,39.285714285714285,25.0,January 2026
406,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Kokkinis, Tahlia","Sakatsume, Himeno",0,2,0,3,22,31,7,1,5,53,-18,15,30,7,27,37,0,7,70.96774193548387,45.45454545454545,0.0,January 2026
407,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Sakatsume, Himeno","Kokkinis, Tahlia",1,8,3,0,30,40,13,4,6,71,18,14,20,10,16,44,0,3,75.0,70.0,100.0,January 2026
408,2026-01-06,United Cup,United Cup,"Joint, Maya","Krejcikova, Barbora",0,0,1,1,17,39,5,2,4,36,-29,8,16,4,31,25,0,2,43.58974358974359,47.05882352941176,50.0,January 2026
409,2026-01-06,United Cup,United Cup,"Krejcikova, Barbora","Joint, Maya",1,4,5,2,24,27,12,5,8,65,29,10,16,7,11,34,0,8,88.88888888888889,55.55555555555556,62.5,January 2026
410,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Vekic, Donna","Eala, Alexandra",0,7,5,9,34,57,14,3,10,96,-7,16,32,9,45,50,0,11,59.64912280701754,39.02439024390244,45.45454545454545,January 2026
411,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Eala, Alexandra","Vekic, Donna",1,1,6,6,40,60,16,3,8,103,7,18,38,10,46,58,0,12,66.66666666666667,40.909090909090914,50.0,January 2026
412,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Wong, Coleman","Navone, Mariano",1,4,5,2,27,38,13,4,11,80,14,18,32,7,27,45,0,11,71.05263157894737,52.94117647058824,45.45454545454545,January 2026
413,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Navone, Mariano","Wong, Coleman",0,3,2,3,31,47,8,2,4,66,-14,8,24,5,35,39,0,8,65.95744680851064,29.629629629629626,25.0,January 2026
414,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"De Jong, Jesper","Diallo, Gabriel",0,8,0,4,34,42,10,1,5,68,-6,16,23,10,19,50,0,0,80.95238095238095,59.25925925925925,,January 2026
415,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Diallo, Gabriel","De Jong, Jesper",1,9,1,2,39,47,13,2,5,74,6,16,24,11,18,55,1,1,82.97872340425532,61.53846153846154,100.0,January 2026
416,2026-01-06,United Cup,United Cup,Vavassori A / Errani S,Roger-Vasselin E / Rakotomanga Rajaonah T S,1,7,3,0,41,64,14,3,5,89,13,9,15,9,29,50,2,8,64.0625,60.0,37.5,January 2026
417,2026-01-06,United Cup,United Cup,Roger-Vasselin E / Rakotomanga Rajaonah T S,Vavassori A / Errani S,0,8,3,2,37,58,12,3,5,76,-13,10,26,9,39,47,0,4,63.793103448275865,35.714285714285715,75.0,January 2026
418,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Tabilo, Alejandro","Mmoh, Michael",0,6,0,1,28,40,9,2,4,67,-7,15,24,9,22,43,0,6,70.0,60.0,0.0,January 2026
419,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Mmoh, Michael","Tabilo, Alejandro",1,13,2,3,39,49,13,3,6,74,7,13,24,10,24,52,0,6,79.59183673469387,48.148148148148145,33.33333333333333,January 2026
420,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Prozorova, Tatiana","Bartunkova, Nikola",1,1,5,2,21,30,12,5,10,58,24,12,18,7,17,33,0,8,70.0,60.0,62.5,January 2026
421,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Bartunkova, Nikola","Prozorova, Tatiana",0,3,1,3,10,17,3,2,5,34,-24,7,22,2,25,17,0,6,58.8235294117647,28.000000000000004,16.666666666666664,January 2026
422,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Hijikata, Rinky","Walton, Adam",1,7,4,0,22,33,12,5,6,57,12,13,21,8,19,35,0,8,66.66666666666667,61.904761904761905,50.0,January 2026
423,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Walton, Adam","Hijikata, Rinky",0,4,1,1,18,32,5,2,8,45,-12,8,15,4,22,26,0,2,56.25,50.0,50.0,January 2026
424,2026-01-06,United Cup,United Cup,"de Minaur, Alex","Mensik, Jakub",1,4,4,0,26,38,12,4,4,67,14,14,24,8,22,40,0,6,68.42105263157895,58.333333333333336,66.66666666666666,January 2026
425,2026-01-06,United Cup,United Cup,"Mensik, Jakub","de Minaur, Alex",0,3,0,3,23,34,5,1,4,53,-14,8,21,5,27,31,0,4,67.6470588235294,33.33333333333333,0.0,January 2026
426,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Muchova, Karolina","Tomljanovic, Ajla",1,4,7,5,42,70,17,6,6,109,10,12,22,9,42,54,1,19,60.0,44.44444444444444,36.84210526315789,January 2026
427,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Tomljanovic, Ajla","Muchova, Karolina",0,3,5,9,47,91,13,2,5,99,-10,10,15,8,55,57,0,10,51.64835164835165,41.66666666666667,50.0,January 2026
428,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Dimitrov, Grigor","Carreno Busta, Pablo",1,7,3,1,26,30,12,5,7,56,18,12,18,9,11,38,0,4,86.66666666666667,63.1578947368421,75.0,January 2026
429,2026-01-06,"ATP Brisbane, Australia Men Singles",ATP,"Carreno Busta, Pablo","Dimitrov, Grigor",0,4,0,1,22,33,5,1,5,38,-18,5,11,5,18,27,0,1,66.66666666666667,41.66666666666667,0.0,January 2026
430,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Struff, Jan-Lennard","Van de Zandschulp, Botic",0,3,3,4,28,47,10,6,9,70,-4,13,21,6,31,41,0,8,59.57446808510638,52.0,37.5,January 2026
431,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Van de Zandschulp, Botic","Struff, Jan-Lennard",1,4,4,5,29,44,13,5,6,74,4,14,24,8,29,43,0,8,65.9090909090909,48.275862068965516,50.0,January 2026
432,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Djere, Laslo","Giron, Marcos",0,4,0,2,16,32,2,1,3,35,-22,6,16,2,28,22,0,0,50.0,33.33333333333333,,January 2026
433,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Giron, Marcos","Djere, Laslo",1,1,5,3,21,27,12,11,5,57,22,8,12,7,13,29,0,7,77.77777777777777,53.333333333333336,71.42857142857143,January 2026
434,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Rybakina, Elena","Zhang, Shuai",1,16,4,6,31,40,13,4,7,70,15,11,17,9,20,42,0,9,77.5,47.82608695652174,44.44444444444444,January 2026
435,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Zhang, Shuai","Rybakina, Elena",0,3,2,0,31,51,8,3,4,55,-15,9,21,6,28,35,0,7,60.78431372549019,42.857142857142854,28.57142857142857,January 2026
436,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Shang, Juncheng","Comesana, Francisco",1,6,2,0,30,39,12,3,4,57,4,12,19,8,16,42,0,5,76.92307692307692,63.1578947368421,40.0,January 2026
437,2026-01-06,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Comesana, Francisco","Shang, Juncheng",0,7,0,2,27,38,8,2,5,53,-4,10,13,8,15,37,0,1,71.05263157894737,66.66666666666666,0.0,January 2026
438,2026-01-06,United Cup,United Cup,de Minaur A / Hunter S,Svrcina D / Skoch M,1,0,4,3,29,41,12,3,10,52,11,3,6,8,18,32,0,6,70.73170731707317,33.33333333333333,66.66666666666666,January 2026
439,2026-01-06,United Cup,United Cup,Svrcina D / Skoch M,de Minaur A / Hunter S,0,0,1,3,17,27,5,1,4,41,-11,6,13,4,20,23,0,5,62.96296296296296,37.5,20.0,January 2026
440,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Bouzkova, Marie","Badosa, Paula",0,3,2,8,45,75,13,3,7,106,-10,20,35,10,52,65,1,8,60.0,46.51162790697674,25.0,January 2026
441,2026-01-06,"WTA Brisbane, Australia Women Singles",WTA,"Badosa, Paula","Bouzkova, Marie",1,8,5,13,48,66,18,5,6,116,10,16,28,13,41,64,0,18,72.72727272727273,39.02439024390244,27.77777777777778,January 2026
442,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Jovic, Iva","Bejlek, Sara",1,2,6,2,28,47,13,3,9,78,15,9,17,6,29,37,1,10,59.57446808510638,47.368421052631575,60.0,January 2026
443,2026-01-06,"WTA Auckland, New Zealand Women Singles",WTA,"Bejlek, Sara","Jovic, Iva",0,1,5,3,24,43,10,3,6,63,-15,10,29,5,41,34,0,10,55.81395348837209,31.25,50.0,January 2026
444,2026-01-06,United Cup,United Cup,"Hurkacz, Hubert","Griekspoor, Tallon",1,21,1,0,37,41,13,3,7,68,22,11,14,11,7,48,1,1,90.2439024390244,78.57142857142857,100.0,January 2026
445,2026-01-06,United Cup,United Cup,"Griekspoor, Tallon","Hurkacz, Hubert",0,4,0,0,26,39,9,1,4,46,-22,13,20,9,20,39,0,0,66.66666666666667,65.0,,January 2026
446,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Liang, En-Shuo","Snigur, Daria",0,0,4,1,9,10,6,2,5,53,-14,4,12,2,10,13,0,6,90.0,30.76923076923077,66.66666666666666,January 2026
447,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Snigur, Daria","Liang, En-Shuo",1,2,7,0,3,6,12,7,10,67,14,4,9,5,8,7,0,14,50.0,44.44444444444444,50.0,January 2026
448,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Waltert, Simona","Vidmanova, Darja",1,2,6,9,53,91,16,5,8,105,0,1,4,10,42,54,0,16,58.24175824175824,7.6923076923076925,37.5,January 2026
449,2026-01-06,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Vidmanova, Darja","Waltert, Simona",0,5,5,6,61,109,14,3,7,105,0,2,4,9,51,63,0,13,55.96330275229358,20.0,38.46153846153847,January 2026
450,2026-01-07,"WTA Auckland, New Zealand Women Singles",WTA,"Kraus, Sinja","Jones, Francesca",0,8,4,6,25,37,11,7,6,76,-7,14,30,7,34,39,0,13,67.56756756756756,38.88888888888889,30.76923076923077,January 2026
451,2026-01-07,"WTA Auckland, New Zealand Women Singles",WTA,"Jones, Francesca","Kraus, Sinja",1,1,5,3,37,56,13,5,6,83,7,12,27,8,37,49,0,8,66.07142857142857,40.0,62.5,January 2026
452,2026-01-07,"ATP Brisbane, Australia Men Singles",ATP,"Michelsen, Alex","Tien, Learner",1,4,3,1,28,34,12,4,6,63,13,10,18,9,15,38,0,9,82.3529411764706,52.63157894736842,33.33333333333333,January 2026
453,2026-01-07,"ATP Brisbane, Australia Men Singles",ATP,"Tien, Learner","Michelsen, Alex",0,8,0,8,22,34,6,1,5,50,-13,13,18,6,25,35,0,1,64.70588235294117,50.0,0.0,January 2026
454,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Fernandez, Leylah Annie","Yastremska, Dayana",0,0,0,7,14,29,3,1,5,28,-28,5,7,3,23,19,0,3,48.275862068965516,35.714285714285715,0.0,January 2026
455,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Yastremska, Dayana","Fernandez, Leylah Annie",1,1,4,0,23,28,12,5,7,56,28,10,14,8,9,33,0,10,82.14285714285714,71.42857142857143,40.0,January 2026
456,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Kalinskaya, Anna","Pegula, Jessica",0,2,4,3,37,62,12,5,6,83,0,10,21,8,32,47,0,9,59.67741935483871,41.66666666666667,44.44444444444444,January 2026
457,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Pegula, Jessica","Kalinskaya, Anna",1,6,5,3,32,60,14,4,6,83,0,16,35,9,36,48,0,11,53.333333333333336,42.10526315789473,45.45454545454545,January 2026
458,2026-01-07,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Gorgodze, Ekaterine","Uchijima, Moyuka",1,4,5,2,25,40,12,7,6,63,14,10,16,7,23,35,0,14,62.5,55.55555555555556,35.714285714285715,January 2026
459,2026-01-07,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Uchijima, Moyuka","Gorgodze, Ekaterine",0,3,2,3,21,33,5,3,7,49,-14,5,18,3,28,26,0,8,63.63636363636363,23.809523809523807,25.0,January 2026
460,2026-01-07,United Cup,United Cup,"Swiatek, Iga","Lamens, Suzan",1,3,4,0,26,31,12,5,6,57,22,10,15,8,10,36,0,7,83.87096774193549,66.66666666666666,57.14285714285714,January 2026
461,2026-01-07,United Cup,United Cup,"Lamens, Suzan","Swiatek, Iga",0,0,1,5,20,32,5,2,4,35,-22,5,9,4,21,25,0,1,62.5,35.714285714285715,100.0,January 2026
462,2026-01-07,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Radivojevic, Lola","Kudermetova, Polina",0,7,0,4,25,33,9,1,5,64,-11,15,22,9,19,40,0,6,75.75757575757575,57.692307692307686,0.0,January 2026
463,2026-01-07,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Kudermetova, Polina","Radivojevic, Lola",1,5,1,5,36,47,13,3,6,75,11,20,28,11,24,56,1,3,76.59574468085107,60.60606060606061,33.33333333333333,January 2026
464,2026-01-07,United Cup,United Cup,"Gauff, Coco","Sakkari, Maria",1,1,4,6,29,38,12,5,6,64,19,9,12,8,18,38,0,7,76.3157894736842,50.0,57.14285714285714,January 2026
465,2026-01-07,United Cup,United Cup,"Sakkari, Maria","Gauff, Coco",0,0,1,1,19,36,5,3,4,45,-19,8,16,4,26,27,0,1,52.77777777777778,47.05882352941176,100.0,January 2026
466,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Tauson, Clara","Sasnovich, Aliaksandra",0,3,0,4,28,49,5,1,4,44,-19,1,3,5,27,29,0,1,57.142857142857146,14.285714285714285,0.0,January 2026
467,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Sasnovich, Aliaksandra","Tauson, Clara",1,2,4,2,31,37,12,4,9,63,19,5,12,8,15,36,0,11,83.78378378378379,35.714285714285715,36.36363636363637,January 2026
468,2026-01-07,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Zidansek, Tamara","Tararudee, Lanlana",1,1,3,8,40,59,15,3,6,94,-2,20,39,11,45,60,1,4,67.79661016949153,42.5531914893617,75.0,January 2026
469,2026-01-07,"WTA 125K Canberra, Australia Women Singles",WTA 125K,"Tararudee, Lanlana","Zidansek, Tamara",0,7,4,7,23,28,15,5,6,96,2,28,50,11,34,51,0,8,82.14285714285714,49.122807017543856,50.0,January 2026
470,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Jones, Emerson","Samsonova, Liudmila",0,2,2,4,16,28,5,3,5,40,-17,5,18,3,29,21,0,3,57.142857142857146,22.727272727272727,66.66666666666666,January 2026
471,2026-01-07,"WTA Brisbane, Australia Women Singles",WTA,"Samsonova, Liudmila","Jones, Emerson",1,3,6,0,20,32,12,8,13,57,17,8,15,6,19,28,0,8,62.5,53.333333333333336,75.0,January 2026
472,2026-01-07,United Cup,United Cup,Zielinski J / Kawa K,Pel D / Schuurs D,1,1,0,0,1,2,1,1,2,4,2,3,4,1,2,4,0,0,50.0,75.0,,January 2026
473,2026-01-07,United Cup,United Cup,Pel D / Schuurs D,Zielinski J / Kawa K,0,0,0,0,0,0,0,0,1,2,-2,0,0,0,0,0,0,0,,,,January 2026
474,2026-01-07,"ATP Brisbane, Australia Men Singles",ATP,"Medvedev, Daniil","Tiafoe, Frances",1,9,3,4,31,34,12,3,7,53,16,6,10,9,11,37,0,6,91.17647058823529,42.857142857142854,50.0,January 2026
475,2026-01-07,"ATP Brisbane, Australia Men Singles",ATP,"Tiafoe, Frances","Medvedev, Daniil",0,2,0,0,20,25,5,1,4,37,-16,6,17,5,16,26,0,0,80.0,35.294117647058826,,January 2026
476,2026-01-07,United Cup,United Cup,"Fritz, Taylor","Tsitsipas, Stefanos",0,6,0,0,26,32,9,1,5,56,-4,13,21,9,14,39,0,2,81.25,61.904761904761905,0.0,January 2026
